Cleaned_Context,Cleaned_Response,Context_Word_Count,Response_Word_Count,Contains_Therapy_Method
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,people feel worthless one way another told worthless lie living work therapy help people see true good self give self esteem,28,21,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,im sorry hear youre feeling intense emotion worthlessness im glad hear reached point suicidal ideation however sound like could use additional support right would recommend seeking counseling help challenge negative belief although many type therapy would helpful cognitivebehavioral therapy shown good approach type struggle cbt therapist help identify negative thought belief figure way thought distorted example allornothing thinking discounting positive reframe thought positive might also consider emdr therapy help brain reprocess traumatic distressing memory help move forward positive belief best wish,28,81,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,sound like may struggling depression depression make feel overwhelmed paralyzed change would suggest connect provider help get root worthlessness coming help develop plan recovery meantime small step go long way selfcare intervention journaling feeling mindfulness meditation regular exercise helpful reconnecting present moment gaining internal motivation focusing one day time bringing thought back present also beneficial hope,28,56,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,im glad interested changing feeling worthlessness visiting doctor great first step address lack sleep first want make sure physically healthy isnt physical condition causing problem sleep changing feeling something difficult especially make sure someone trust talk feel friend family member find isnt anyone would feel comfortable talking issue find therapist close help one activity people found helpful feeling better keeping gratitude journal journaling daily thing grateful right wrong way long focus journal entry thing grateful life,28,76,False
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,several thing going sleep addressed primary care physician rule physical issue sleep big reset allows u function day happens depression thought race though brain wont shut medication help also use pranayama yoga breathing technique called four fold breath great usefulness relaxing u often work quite well allowing u sleep read httpsbillleavitttherapycombreathingtechniquesthefourfoldbreathyour thought feeling worthless everyone fall heading thinking error cognitive behavioral therapy cbt known overgeneralization cbt thought lead emotion going pick statement apart reframe first list evidence contradicts thought anyone past made positive comment toward might hard recall rut point life frequently positive expressed towards u others everyone absolute specific thinking need addressed arriving conclusion may specific people want validation specific people might made offhand hurtful comment family member teacher coworker extrapolate global think everyone think worthless thought rooted fact pro con thinking way benefit cost little pro benefit thinking way going continue tear make feel bad reframe thought situation another way looking situation need specific arriving conclusion one one therapist definitely help thinking using arrive conclusion need recast helpful mindset,28,171,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,hello sound like much mind relieved hear never tried contemplated suicide able sleep feeling worthless like shouldnt big issue need addressingplease get around counseling someone listen gift deserve help someone helping change feeling worthlessness able alone time reach help best,28,40,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,sound like pretty severe depression depression cause insomnia make person focus perception worthless important remember people may truly perceive worthless depression talking think extremely important depressed sit write positive strength positive thing done life concern suicidal thought sound like time act idea getting help feel like might actually take life would recommend go hospital emergency room mental health crisis clinic right away get help important thing right keep safe feeling like going hurt despite suicidal thought would recommend focus finding therapist soon possible dont know situation term insurance back insurance card inform obtain mental health service also low cost service available place catholic charity others local county mental health agency able refer appropriate place good luck remember identify strength good thing marie,28,122,False
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,sure first step believe worthy recognizing quest already big first step taking time start figuring definitely next self compassion kindness know process look forward might find recommend find someone talk many option fit situation also recommend start giving importance invest time effort quest deserve excellent ted talk google great book read even joining yoga practice team kind hobby may help anything show worthy effort patience start answer waiting asking question already set right path,28,74,False
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,oftentimes change feeling building better relationship ourself sound like critical aspect self alive taking sometimes stuck part way perhaps learned cope difficult situation earlier life decided run show like highly critical part may actually desperately attempting protect u past hurt slowing even forming relationship critical internal part help get space begin observe part curious get know like new friend room way beginning therapy could great way change feeling worthlessness beginning build better relationship understanding deeply influence relationship around first step may feel hard reach someone could beginning step path radically shifting relationship others life,28,94,True
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,feeling worthlessness often originate learned young improving self esteem need focus original message parent teacher sibling may suppressed u need help uncover lie born valuable,28,25,False
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,feeling worthless caused inside matching outside result comparison others thinking need someone worthless one worthless need find worth let talk good find hope word resonate start looking worth even simple able get bed call someone make joke,28,37,False
im going thing feeling barely sleep nothing think im worthless shouldnt ive never tried contemplated suicide ive always wanted fix issue never get around change feeling worthless everyone,sorry feeling way narrative say whether valid case would beneficial explore belief began rewrite story different way explore rewrite process requires commitment selfreflection courage,28,24,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,let start saying never many concern bring counselling fact people come see counselling one issue would like work psychotherapy time interconnected counselling work together collaboratively figure issue would like address first together develop individualized plan care basically like road map want go going get looking stopover scenic route others possibly scenic however necessary course plan also change due internal control like thought feeling behaviour external reason thing outside control would encourage take next step reach professional trust build rapport cojourneying whatever concern examining working far learned cope issue like insomnia depression anxiety well breast cancer survivor help developing new coping strategy psychotherapy powerful tool help get want know see firsthand psychotherapy help move past point life feeling stuck like quote nike motto,33,122,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,never late get help begin making significant change improvement life right time feel ready open change sometimes history trauma like sexual abuse impact trauma affect many area life adult working therapist specializes trauma great way begin developing skill manage present day life learn regulate emotion nervous system become triggered safe environment opportunity process past trauma live present life ease joy people recover impact trauma stage life never late feel better,33,70,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,much sound like lot thing complied year regardless struggle many issue counseling many time someone start counseling healing journey multiple thing would like address work decide start counseling therapist decide collaboratively would like process work first sure express counselor experience youve causing lot distress many time first thing addressed one presently affecting life emotionally often time experience negative situation life address bottle inside u manifest way depression even physical symptom like ibs neck pain counseling give bottled emotion situation release given situation shared think many issue counseling believe great candidate get lot,33,92,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely strongly recommending working one issueneed time therapy set smart goal objective help reach goal see survivor victim best wish,33,20,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely fact people many issue lot lot issue describing commonly go hand hand therapy speak call comorbid conditionsi would venture feeling struggling stem early trauma would benifit tremendously counseling good therapist develope treatment plan address need help could definitely live happy life without anxiety depression getting way,33,47,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,great question personally dont believe client could ever many issue counseling fact type thinking may stopping seeking counseling may hindering getting help need fact described point importance seeking help order cope many challenge life seek counseling important understand may need remain counseling sustained period time order work issue issue wont able solved right away brief period time counseling take commitment hard work possible recover heal issue describedmany client come counseling numerous issue rather one particular thing time issue relate exacerbate call comorbid condition mean two mental health problem exist one time lot time start work one issue issue get better resulti encourage find professional therapist help learn cope mental health difficulty described deserve help much anyone else,33,117,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,hi many people begin therapeutic journey history like experience transformative shift quality life hope able find counselor feel comfortable working work feel called best luck journey,33,26,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely sound like significant trauma continue impact depression dealt everybody issue though traumatic others yet best start somewhere would encourage begin counseling work history pace order begin impact reduce depressive symptom,33,31,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,client many issue need working normal many event life trouble u remain u without counseling help right type counsellor help focus main troubling issue first work way managing step step goal goal sometimes working one issue help bring issue light context main problem help resolve issue connected look someone experience specialty pressing issueeven though breast cancer may find grief past troubling would look bereavement grief specialist,33,66,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,go start prevalent issue talking therapist healing one issue ripple effect heal issue well,33,14,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,thing many issue counseling many issue often interrelated worked time patience,33,11,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,hi people issue people several issue perfect therapy thing many problem therapy therapy great help process going heal past present pain gain clarity,33,23,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,yeah might least certainly feel like betnot mention counselor might generally feel overwhelmed case many problem slog along weektoweek gradual improvement occurring slowly best chip awaythe real issue folk dont yet comprehend integrative nature subject generally simple understand eradicate,33,39,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,could said might perfect candidate counseling one beyond hope someone brave enough honest regarding struggle intention reaching help certainly person qualified counselor would happy assist may want research therapist local area specialize mindbody connection one struggle acknowledged post order find therapist best suited meet need good luck search remember world better place,33,52,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,never many issue address counseling therapy would begin prioritizing feel need addressed first one area improves processing history abuse likely see improvement area lifelike sleeping better,33,26,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,firstly would like say amazing able live breast cancer sexual abuse well depression anxiety stronger may believe moment able continue grow live experience take moment acknowledge strength know strength asset therapeutic process able tap find increased self esteem strength address concern never many concern address therapy session hope find great therapist trust listen work identify address concerning issue first begin may find alleviation symptom feeling could allow grow capacity manage difficult feeling situation address additional concern even realize issue begin feel manageable,33,82,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely never much important thing reaching get help therapy help develop healthier coping strategy help reduce anxiety depression well improve sleep done pace best therapist help process safe supportive space,33,30,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,natural u number issue going dont address concern life seeking counseling assist working issue individually well way intersect impact,33,19,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,direct answer would venture guess several thing feeling symptom connected would recommend trauma counselor several strength resource able pull would encourage focus deal issue placed back burner long sometimes people afraid address thing feel believe wont able handle compare tornado storm passed still hiding fear aftermath mess left behind good therapist like personal organizer help,33,55,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,really question whether many issue counseling would like work counseling control direction session depending youre feeling particular day predict direction session take want work issue youve listed take dedication part see counseling long enough find resolution issue satisfactory work pace counseling seem like may overwhelmed evergrowing list may search self improvement making better great thing seems though may need form resolution happened past work trauma experienced may base counseling need self esteem depressionanxiety may fall underneath well want start counseling dont let need work overwhelm find counselor best fit together tackle issue,33,92,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,person never many issue address counseling participating counseling licensed professional offer safe place therapeutic relationship healing occur trained therapist help person unpack process past andor current wound event may negatively impact day day living also help make sense thought emotion sometimes feel overwhelming confusing want experience emotional freedom gain tool help understand cope depression anxiety id encourage schedule appointment therapist area,33,61,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,thing many issue many issue cited connected example case working sexual abuse possibly address depression anxiety self esteem may grief process around impact cancer body mind spirit part one system interconnectedaddressing issue important relieved burden feel spontaneous enjoy life even,33,40,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,course counseling process whereby therapist help create goal starting issue pressing interfering daily functioning anxiety daily stress manageable therapist examine deep rooted chronic issue,33,24,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,definitely dont many issue counseling fact counseling help understand thing related one another example insomnia depression low selfesteem anxiety common experience traumatic event event begin work processing life altering event experienced hope would see decrease symptom,33,36,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely many issue counselling fact wanting seek help commendable feel proud reaching support know experience working client may say one issue explore turn many thing want discus equal importance believe deserve feel happy ease also get restful sleep amongst thing please feel hesitant fact know want discus work amazing know direction want go therapist need help get suggest sitting making list want discus well feel important address first perhaps therapist help well,33,72,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,thank sharing question imagine feel overwhelming discouraging time feel like many issue address counseling session would encourage share concern counselor counselor help organize concern list specific goal example list goal may look similar learn effect medication symptom depression anxiety learn factor affect insomnia learn resource support group local area help cope traumatic experience practice selfcare exercise day write thought feeling journal measure whether im making progressthis example possible goal counselor help work toward week working toward specific goal lead feeling accomplishment youve completed may positive impact selfesteem hope information help wish best,33,92,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,never many issue living way take many issue one time become whelmed anxiety depression skillful caring therapist help find place start deal one issue time help issue issue become manageable gain confidence take life better importantly enjoy living life best dr spencer,33,42,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,never many issue addressed therapy people come multiple issue want address wonderful thing therapy often one significant issue begin change improve lead naturally without much effort improvement area example begin address trauma betrayal past may find insomnia improves therapist input direction help prioritize problem area target first,33,47,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,helped many people see multiple issue issue often linked helping one issue positively help issue,33,15,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,short answer absolutely longer answer might take time process issue may feel quite muddy issue lot longer tolerable counseling may postponed begin important realistic entering counseling sort therapist realistic might able expect working person use word might able expect therapy experience vary counseling trauma experienced much earlier life play significant role process long process could take unpack may buried timeit might also helpful counseling work therapist figuring begin also manage feeling overwhelmed may make hard continue show work required week week isnt easy work trying process past pain experienced consistent practice selfcare including leaning support system outside therapy key,33,99,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,usually people struggle depression also symptom anxiety symptom come result underlying cause obstacle overcoming abuse cancer insomnia likely bring similar feeling emotion affect selfesteem counseling meant support people layer difficulty see difficulty layer onion peeling away many layer,33,38,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,often time individual begin counseling process revealed one thing going think much wrong overwhelming may know even start counseling provide guidance help begin working toward healing way helpful reach goal,33,30,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,common people multiple issue want need address counseling client ask question exploration often underlying fear cant helped much therapist dont know ring true people one problem life often people numerous significant stressor life let face life complicated therapist completely ready equipped handle issue small large client present session therapist first couple session help prioritize issue facing start addressing issue causing distress never many issue address counseling issue mention successfully worked counseling,33,71,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely courage accept challenge address whatever causing u pain solution often generalize many symptom would suggest unresolved trauma sexual abuse likely primary contributing factor however important first build trusting relationship therapist experienced trauma treatment area specialty therapist skilled treating choosing one issue work anxiety depressive symptom starting allow opportunity get know therapist learn coping skill managing distressing symptom establish emotional safety jumping trauma work,33,64,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,hello thereno one many issue address counseling start counseling therapist help identify issue start working first causing distress therapist prioritize concern start address concern starting one causing distress,33,28,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,sound like feeling pretty overwhelmed also survivor benefit long stable marriage many issue address counseling good therapist help partialize goal smaller objective focus whats pressing address first treatment,33,28,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,hello may heard saying counseling like peeling layer onion whether person come therapy many issue heart mind whether heshe come something specific one issue lead another please dont feel though many issue important worthy plus side breast cancer survivor wonderful marriage seek help deserve,33,44,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,many issue address counseling perseverance serve well choose engage therapy trauma medical event experienced topped chronic sleepless night would lead feeling depression many emotional reaction youve experience sound normal albeit troublesome would imagine intensely painful time well therapy help prioritize impactful issue grappling find therapy central issue revealed understood processed understood current context many area person internal experience improve sound though something prevented seeking help counselor past sound though seriously considering therapy help help youre ready,33,76,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,thank sharing history many issue address counseling help prioritize would like work first therapy therapist create treatment plan always changed working together therapy process working towards best life deserve,33,29,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,whatever issue might bring therapy room remember therapy therapist bring whatever need bring table keep mind issue likely related remember holistic sum part like system move something one area thing start changing area well talk therapist decide goal counseling establish priority enjoy ride growing flourishing finally letting go hurt beautiful exciting process,33,52,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,absolutely many issue counseling reaching ask question show resilient spirit also happy marriage support strength embark counseling journey would recommend find counselor specializes trauma sexual trauma andor emdr type therapy proven strong impact healing trauma good luck,33,37,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,dont think many issue counseling client came help issue listed would first want meet doctor get physical rule biological cause depression anxiety insomnia would work deciding issue tackle first usually suggest starting issue easiest reading symptom might choose anxiety start since early stage like give client skill use right away would focus teaching breathing exercise manage anxiety well cognitive restructuring anxious thought pop talk felt control anxiety id start work concern would seek input felt like might good work next gut issue would resolved worked others example worked anxiety began process trauma began work self care getting sleep self esteem would probably improve encourage meet therapist ask might able help thought came might help someone similar symptom,33,117,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,way go issue connected work one issue positive effect area slowly issue addressed actually less issue need addressed directly since resolving one help overall wellness many issue dont give get help see life change better,33,35,False
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,think common question people never counseling lot anxiety going counseling first time normal answer question answer absolute important thing remember getting counseling courageous first step towards hope healing getting help like training run marathon sprint shared lot issue dealing past negatively impacting present believe getting right kind help support none impossible overcome part therapeutic process defining prioritizing therapy goal collaboration client therapist help process determining would like work first getting counseling based history shared potential put risk mental physical health issue already seeing happen begin experience new symptom namely anxiety therapy gain understanding insight well learn skill strategy manage symptom experiencingin conclusion would encourage reach licensed counselor experience treating trauma griefloss address shame three area found get core issue contributing depression anxiety believe get help need find hope healing best luck,33,131,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,hello im glad decided take first step opening conversation first deciding go therapy sometimes difficult right therapist healing possible obtainable even youve described answer question many issue go counseling youve lot strong time helpful someone else help would say sure find therapist experienced sexual abuse trauma overall absolutely many issue counseling please feel free ask question may regarding situation hope find therapist youre looking many great one many issue youre experiencing may tied together trauma best wish laura cassity lmsw lmac,33,81,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,dear human being complex creature opinion issue interconnect nuanced web level example mind body spirit everything bring affect three truly beautiful thing human body begin work one others improve welli would encourage seek counselor who style approach speaks start whichever issue feel pressing skilled therapist flow pace make recommendation professional eg physician holistic practitioner emdr specialist trauma etc needed complement psychotherapy work youre help find total healing seek wish well journey,33,71,True
many issue address history sexual abuse im breast cancer survivor lifetime insomniac long history depression im beginning anxiety low self esteem ive happily married almost year ive never counseling many issue address counseling,everyone topic discus start therapy correct number topicsyousometimes people go therapy one specific area life everyone time interest utilize therapy significant topic arises lifesince one person matter many topic would like address therapy topic relate youpossibly result therapy transformational talked one topic lucky cusp clearing resolving many vulnerability feel brand new time finish therapy work,33,55,True
feeling month started trouble sleeping due panic attack almost never triggered something know,answer inner life successfully reached sense feeling grounded oneselffirst step accept nervousness restless sleep often possible sleep daytime order body catch need restaccept feeling normal feel place selfacceptance trust answer come mind often answer complicated topic come small piece whole unitalso description panic attack also completely normal often arise unrelated particular condition given moment healthy symptom body trying expel bad feeling anxiety erupt timesso selfacceptance tolerance process clearing worn emotional clutter sleep odd time possible way stabilize also feel calm good,13,81,False
